epoch,train_loss,val_loss,train_accuracy,train_precision_avg,train_recall_avg,train_f1_avg,train_precision_per_class,train_recall_per_class,train_f1_per_class,train_support_per_class,train_confusion_matrix,val_accuracy,val_precision_avg,val_recall_avg,val_f1_avg,val_precision_per_class,val_recall_per_class,val_f1_per_class,val_support_per_class,val_confusion_matrix
11,0.2183931933508979,0.24541376164909137,0.9058039068369647,0.913712628959864,0.9058039068369647,0.9049715427914444,0.861168|0.971828,0.978362|0.825554,0.916032|0.892739,5592|5056,5471|121|882|4174,0.8806137724550899,0.8817845757870437,0.8806137724550899,0.8803416820460945,0.863729|0.901420,0.915230|0.842969,0.888734|0.871215,1392|1280,1274|118|201|1079
12,0.20197539924620053,0.5191724257448972,0.9132231404958677,0.9226022194322615,0.9132231404958677,0.9123683420917289,0.864346|0.987034,0.990165|0.828125,0.922987|0.900624,5592|5056,5537|55|869|4187,0.8791167664670658,0.8800937515092195,0.8791167664670658,0.8788691246280264,0.863853|0.897756,0.911638|0.843750,0.887102|0.869915,1392|1280,1269|123|200|1080
13,0.2134973776136708,0.5458624941312661,0.9099361382419233,0.9191356100941458,0.9099361382419233,0.9090542590043494,0.861784|0.982568,0.986767|0.824960,0.920050|0.896893,5592|5056,5518|74|885|4171,0.8798652694610778,0.8810962421465741,0.8798652694610778,0.879581968544928,0.862559|0.901255,0.915230|0.841406,0.888114|0.870303,1392|1280,1274|118|203|1077
14,0.21083626154268909,0.17949762309001663,0.9101239669421488,0.9190880325173082,0.9101239669421488,0.9092614384430823,0.862506|0.981669,0.986052|0.826147,0.920150|0.897218,5592|5056,5514|78|879|4177,0.9262724550898204,0.9352183578971178,0.9262724550898204,0.9256459838892247,0.876497|0.999078,0.999282|0.846875,0.933870|0.916702,1392|1280,1391|1|196|1084
15,0.20736968950328663,0.19615508312896146,0.9135048835462058,0.922382784296389,0.9135048835462058,0.912688165043335,0.865779|0.984987,0.988555|0.830498,0.923103|0.901170,5592|5056,5528|64|857|4199,0.9086826347305389,0.9218288536050071,0.9086826347305389,0.907583027704853,0.851716|0.998077,0.998563|0.810937,0.919312|0.894828,1392|1280,1390|2|242|1038
16,0.1973357638423769,0.18200968269069315,0.9148196844477836,0.9235471248861888,0.9148196844477836,0.9140284378143468,0.867336|0.985718,0.989092|0.832674,0.924221|0.902755,5592|5056,5531|61|846|4210,0.9135479041916168,0.9254030472741909,0.9135479041916168,0.9126008483501133,0.858555|0.998101,0.998563|0.821094,0.923281|0.900986,1392|1280,1390|2|229|1051
17,0.19849904276366925,0.19578160686513124,0.9153831705484599,0.9240802064258644,0.9153831705484599,0.9146003847787346,0.867922|0.986192,0.989449|0.833465,0.924710|0.903419,5592|5056,5533|59|842|4214,0.8836077844311377,0.8850015702908086,0.8836077844311377,0.8833144914783697,0.864956|0.906801,0.920259|0.843750,0.891751|0.874140,1392|1280,1281|111|200|1080
18,0.1965597037257802,0.18369866894968487,0.9156649135987979,0.9240648061465715,0.9156649135987979,0.9149054812684531,0.868909|0.985068,0.988555|0.835047,0.924879|0.903875,5592|5056,5528|64|834|4222,0.9236526946107785,0.9322384642479746,0.9236526946107785,0.9230203498843637,0.875000|0.994485,0.995690|0.845313,0.931452|0.913851,1392|1280,1386|6|198|1082
19,0.1926915551034304,0.18791439826205625,0.9152892561983471,0.9241502899233447,0.9152892561983471,0.9144942678600477,0.867440|0.986873,0.989986|0.832674,0.924670|0.903240,5592|5056,5536|56|846|4210,0.9202844311377245,0.9283165132604904,0.9202844311377245,0.9196522295903609,0.873338|0.988106,0.990661|0.843750,0.928307|0.910240,1392|1280,1379|13|200|1080
20,0.1927354934696968,0.2092094034966776,0.919045830202855,0.9276391752498521,0.919045830202855,0.9183107426634396,0.871505|0.989724,0.992132|0.838212,0.927914|0.907689,5592|5056,5548|44|818|4238,0.8851047904191617,0.8876797140860307,0.8851047904191617,0.8846704281732891,0.859510|0.918315,0.931753|0.834375,0.894174|0.874335,1392|1280,1297|95|212|1068
21,0.18554609985305712,0.1842397428670172,0.9197032306536439,0.9286755243150984,0.9197032306536439,0.918951205638603,0.871180|0.992266,0.994099|0.837421,0.928589|0.908291,5592|5056,5559|33|822|4234,0.9154191616766467,0.9218791195682484,0.9154191616766467,0.9148448315166735,0.873239|0.974775,0.979885|0.845313,0.923494|0.905439,1392|1280,1364|28|198|1082
22,0.18361151298014527,0.17353788472838322,0.92026671675432,0.9290153327064525,0.92026671675432,0.9195351710074499,0.872234|0.991817,0.993741|0.839003,0.929031|0.909032,5592|5056,5557|35|814|4242,0.9251497005988024,0.9339675104863324,0.9251497005988024,0.9245190667687411,0.875788|0.997238,0.997845|0.846094,0.932841|0.915469,1392|1280,1389|3|197|1083
23,0.18457579252938938,0.18042389492867356,0.919984973703982,0.9289901648718155,0.919984973703982,0.9192340534553888,0.871357|0.992733,0.994456|0.837619,0.928846|0.908603,5592|5056,5561|31|821|4235,0.9247754491017964,0.9331106968801283,0.9247754491017964,0.924168347414071,0.876660|0.994500,0.995690|0.847656,0.932392|0.915226,1392|1280,1386|6|195|1085
24,0.17680024422514132,0.17125272675085876,0.9214876033057852,0.9307351879509793,0.9214876033057852,0.9207386902407678,0.872144|0.995538,0.996602|0.838410,0.930229|0.910243,5592|5056,5573|19|817|4239,0.9214071856287425,0.9293780627482774,0.9214071856287425,0.9207893472456175,0.874525|0.989031,0.991379|0.845313,0.929293|0.911542,1392|1280,1380|12|198|1082
25,0.17517145592560115,0.16492565254033623,0.9220510894064613,0.9309253983904041,0.9220510894064613,0.9213314721470657,0.873549|0.994385,0.995708|0.840585,0.930637|0.911040,5592|5056,5568|24|806|4250,0.9247754491017964,0.9342670591021347,0.9247754491017964,0.9241033586551222,0.873823|1.000000,1.000000|0.842969,0.932663|0.914794,1392|1280,1392|0|201|1079
26,0.1776295787630937,0.21226786885221124,0.9201728024042074,0.9293792802584898,0.9201728024042074,0.919411347732838,0.871049|0.993894,0.995351|0.837025,0.929060|0.908740,5592|5056,5566|26|824|4232,0.8817365269461078,0.8828825632724375,0.8817365269461078,0.881471622819896,0.864993|0.902337,0.915948|0.844531,0.889742|0.872478,1392|1280,1275|117|199|1081
27,0.17356856469797272,0.163137081568524,0.9219571750563486,0.9311947503064291,0.9219571750563486,0.9212142491124308,0.872594|0.996008,0.996960|0.839003,0.930640|0.910789,5592|5056,5575|17|814|4242,0.9244011976047904,0.9331979308089039,0.9244011976047904,0.9237642574364284,0.875158|0.996317,0.997126|0.845313,0.932169|0.914624,1392|1280,1388|4|198|1082
28,0.17587582359456608,0.16346073579990258,0.9216754320060105,0.9304422161170921,0.9216754320060105,0.9209582962516116,0.873469|0.993455,0.994993|0.840585,0.930279|0.910649,5592|5056,5564|28|806|4250,0.9258982035928144,0.9349304078042062,0.9258982035928144,0.9252632064253601,0.875945|0.999077,0.999282|0.846094,0.933557|0.916244,1392|1280,1391|1|197|1083
29,0.17867369348039994,0.16288998622005268,0.9198910593538693,0.9287724136618086,0.9198910593538693,0.9191469211197772,0.871570|0.992039,0.993920|0.838014,0.928733|0.908545,5592|5056,5558|34|819|4237,0.9251497005988024,0.9343555904269305,0.9251497005988024,0.9244974223545066,0.874843|0.999076,0.999282|0.844531,0.932931|0.915326,1392|1280,1391|1|199|1081
30,0.17179510726505876,0.1628337016297599,0.9212997746055598,0.9302966449082489,0.9212997746055598,0.9205642093523735,0.872571|0.994142,0.995529|0.839201,0.930003|0.910124,5592|5056,5567|25|813|4243,0.9240269461077845,0.9329090201467041,0.9240269461077845,0.9233813945660538,0.874606|0.996313,0.997126|0.844531,0.931856|0.914165,1392|1280,1388|4|199|1081
31,0.16940494596512398,0.1608393305944184,0.9224267468069121,0.9314580567215845,0.9224267468069121,0.9217017147077095,0.873511|0.995548,0.996602|0.840388,0.931006|0.911411,5592|5056,5573|19|807|4249,0.9251497005988024,0.9341604279705898,0.9251497005988024,0.9245082893185455,0.875315|0.998155,0.998563|0.845313,0.932886|0.915398,1392|1280,1390|2|198|1082
32,0.16894675679823273,0.16544397730948562,0.9219571750563486,0.931244166659576,0.9219571750563486,0.9212112316763925,0.872477|0.996241,0.997139|0.838805,0.930652|0.910770,5592|5056,5576|16|815|4241,0.9251497005988024,0.9341604279705898,0.9251497005988024,0.9245082893185455,0.875315|0.998155,0.998563|0.845313,0.932886|0.915398,1392|1280,1390|2|198|1082
33,0.1700583395635725,0.16522477150468504,0.9236476333583772,0.9326917989880436,0.9236476333583772,0.9229354729788394,0.874588|0.996955,0.997675|0.841772,0.932086|0.912815,5592|5056,5579|13|800|4256,0.9251497005988024,0.9341604279705898,0.9251497005988024,0.9245082893185455,0.875315|0.998155,0.998563|0.845313,0.932886|0.915398,1392|1280,1390|2|198|1082
34,0.16912131412671164,0.1619392002032975,0.9232719759579263,0.932550564761042,0.9232719759579263,0.9225415662152295,0.873689|0.997652,0.998212|0.840388,0.931809|0.912292,5592|5056,5582|10|807|4249,0.9251497005988024,0.9343555904269305,0.9251497005988024,0.9244974223545066,0.874843|0.999076,0.999282|0.844531,0.932931|0.915326,1392|1280,1391|1|199|1081
35,0.16711504325971135,0.16921912537792982,0.9241172051089407,0.9332984777982072,0.9241172051089407,0.9234021510516187,0.874687|0.998124,0.998569|0.841772,0.932532|0.913305,5592|5056,5584|8|800|4256,0.9236526946107785,0.9328148223484675,0.9236526946107785,0.9229873708015968,0.873585|0.997227,0.997845|0.842969,0.931590|0.913633,1392|1280,1389|3|201|1079
36,0.1733379539452557,0.18710565680669525,0.9219571750563486,0.9309012350148389,0.9219571750563486,0.9212322291331008,0.873295|0.994615,0.995887|0.840190,0.930571|0.910904,5592|5056,5569|23|808|4248,0.8858532934131736,0.887335502211848,0.8858532934131736,0.8855562349863112,0.866487|0.910008,0.923132|0.845313,0.893913|0.876468,1392|1280,1285|107|198|1082
37,0.16730174702456874,0.16177380817421413,0.9228024042073629,0.9319431278203121,0.9228024042073629,0.922074960599543,0.873590|0.996482,0.997318|0.840388,0.931363|0.911803,5592|5056,5577|15|807|4249,0.9255239520958084,0.9346428188757928,0.9255239520958084,0.9248803526958462,0.875393|0.999077,0.999282|0.845313,0.933244|0.915785,1392|1280,1391|1|198|1082
38,0.1625351567681019,0.19475258444830523,0.925244177310293,0.9343615862549236,0.925244177310293,0.9245454780960491,0.875862|0.999063,0.999285|0.843354,0.933512|0.914629,5592|5056,5588|4|792|4264,0.9165419161676647,0.9236045278204955,0.9165419161676647,0.915936885945815,0.872530|0.979148,0.983477|0.843750,0.924688|0.906420,1392|1280,1369|23|200|1080
