number,value,datetime_start,datetime_complete,duration,params_batch_size,params_d_ff,params_dropout,params_learning_rate,params_model_dim,params_num_heads,params_num_layers,params_weight_decay,state
11,0.927246970032205,2026-03-31 22:57:09.137864,2026-03-31 23:01:03.942192,0 days 00:03:54.804328,64,128,0.12014814889614855,0.0009502282810190736,32,4,2,5.2355184028075835e-05,COMPLETE
12,0.9295993436094108,2026-03-31 23:01:03.964428,2026-03-31 23:04:58.643944,0 days 00:03:54.679516,64,128,0.11908546939221379,0.0009942672296441586,32,4,2,0.0001462032026499706,COMPLETE
13,0.9299173980382034,2026-03-31 23:04:58.673058,2026-03-31 23:08:54.296207,0 days 00:03:55.623149,64,128,0.13116614483534156,0.0009635415783457033,32,4,2,0.00020624835931819076,COMPLETE
14,0.9298917897911186,2026-03-31 23:08:54.324366,2026-03-31 23:14:36.016496,0 days 00:05:41.692130,64,128,0.15731786268888376,0.0008524636948952184,32,4,3,0.0004049356425543387,COMPLETE
15,0.8292124542124542,2026-03-31 23:14:36.035619,2026-03-31 23:16:19.326523,0 days 00:01:43.290904,64,128,0.17926575783712081,0.00021342040613753886,32,4,3,0.0005872127889434886,PRUNED
16,0.9293325056747875,2026-03-31 23:16:19.344802,2026-03-31 23:22:01.040641,0 days 00:05:41.695839,64,128,0.15663369666094049,0.00045620520352768434,32,4,3,0.0008185971359560942,COMPLETE
17,0.6426753243028411,2026-03-31 23:22:01.059845,2026-03-31 23:24:17.024581,0 days 00:02:15.964736,64,128,0.32016494459317396,5.9915389863405913e-05,32,4,4,0.00026777418901443445,PRUNED
18,0.8105322622940072,2026-03-31 23:24:17.043027,2026-03-31 23:26:00.120500,0 days 00:01:43.077473,64,128,0.17419740427253083,0.00018248860449957747,32,4,3,0.0017299681783983522,PRUNED
19,0.828591198138178,2026-03-31 23:26:00.137662,2026-03-31 23:28:34.586360,0 days 00:02:34.448698,64,128,0.2843806935912711,0.0005205642356259774,32,4,3,0.0004746778895466623,PRUNED
20,0.92916707639862,2026-03-31 23:28:34.731062,2026-03-31 23:34:54.488720,0 days 00:06:19.757658,32,128,0.15121712419841365,0.0007968387725408304,32,4,3,0.00013818019888947627,COMPLETE
21,0.9297775770091206,2026-03-31 23:34:54.510194,2026-03-31 23:38:49.846158,0 days 00:03:55.335964,64,128,0.11469398539140353,0.0008515550406805383,32,4,2,0.00016311964315945878,COMPLETE
22,0.8342818628053528,2026-03-31 23:38:49.865261,2026-03-31 23:40:00.594617,0 days 00:01:10.729356,64,128,0.10599286440323351,0.00042200664075799527,32,4,2,0.00016450618920767646,PRUNED
23,0.9291926846457048,2026-03-31 23:40:00.612036,2026-03-31 23:43:56.047987,0 days 00:03:55.435951,64,128,0.15219775327406354,0.0006204475160843471,32,4,2,0.00031343066532640493,COMPLETE
24,0.9297775770091206,2026-03-31 23:43:56.066592,2026-03-31 23:47:50.770115,0 days 00:03:54.703523,64,128,0.18735229880019805,0.0009565585437156568,32,4,2,0.00010057950612154498,COMPLETE
25,0.6228740033270235,2026-03-31 23:47:50.789625,2026-03-31 23:49:01.749014,0 days 00:01:10.959389,64,128,0.1345592306993078,3.069163489302656e-05,32,4,2,0.0009659690316903224,PRUNED
26,0.8197983504191557,2026-03-31 23:49:01.874203,2026-03-31 23:50:16.952351,0 days 00:01:15.078148,64,512,0.10458351882704549,0.0003002801502771668,32,4,2,2.6481392865074002e-05,PRUNED
27,0.5402879186436234,2026-03-31 23:50:16.978620,2026-03-31 23:52:00.354871,0 days 00:01:43.376251,64,128,0.19605719583552728,1.0660930603616412e-05,32,4,3,0.00022524526247909825,PRUNED
28,0.6700935622915489,2026-03-31 23:52:00.372140,2026-03-31 23:53:54.893784,0 days 00:01:54.521644,32,128,0.36606985177037865,8.286598585759914e-05,32,4,3,0.0005843406531393775,PRUNED
29,0.8489856061164787,2026-03-31 23:53:54.911696,2026-03-31 23:55:10.045667,0 days 00:01:15.133971,64,512,0.14776398243289132,0.00021058936587505458,32,4,2,3.122328621443122e-05,PRUNED
30,0.9294851308274127,2026-03-31 23:55:10.063335,2026-04-01 00:03:20.759456,0 days 00:08:10.696121,32,128,0.2447864509712323,0.0007152178385730547,32,4,4,1.343493409171642e-05,COMPLETE
31,0.9290272553695372,2026-04-01 00:03:20.780432,2026-04-01 00:07:15.752518,0 days 00:03:54.972086,64,128,0.18039087907219176,0.000968591282306694,32,4,2,9.018706945963383e-05,COMPLETE
32,0.8267970843474199,2026-04-01 00:07:15.773032,2026-04-01 00:08:26.468121,0 days 00:01:10.695089,64,128,0.1960585690374424,0.0004915624651829801,32,4,2,9.757702990590734e-05,PRUNED
33,0.8490388712704149,2026-04-01 00:08:26.486162,2026-04-01 00:09:37.811994,0 days 00:01:11.325832,64,128,0.13119692732163826,0.0007507533893073988,32,4,2,0.0001868028763618538,PRUNED
34,0.8111258614614318,2026-04-01 00:09:37.831679,2026-04-01 00:10:55.031992,0 days 00:01:17.200313,64,128,0.23178792829090666,0.000372172378677792,64,4,2,0.00036934180746547434,PRUNED
35,0.7751672730699577,2026-04-01 00:10:55.169843,2026-04-01 00:12:02.528396,0 days 00:01:07.358553,128,128,0.1683280942678902,0.0005321331836219968,32,4,2,9.059248383268726e-05,PRUNED
36,0.881935225475494,2026-04-01 00:12:02.660446,2026-04-01 00:19:23.711094,0 days 00:07:21.050648,32,512,0.219924623683997,0.0008370672657778475,32,8,2,0.00011742327762731437,PRUNED
37,0.8522035384451492,2026-04-01 00:19:23.840498,2026-04-01 00:20:40.800029,0 days 00:01:16.959531,64,128,0.20496031202210852,0.0005970086980869929,64,4,2,0.00023605857081584818,PRUNED
38,0.7899795953487229,2026-04-01 00:20:40.818651,2026-04-01 00:21:49.503632,0 days 00:01:08.684981,128,256,0.13930323295977814,0.00024647541746921465,32,4,2,6.448044681873703e-05,PRUNED
39,0.8636406937581433,2026-04-01 00:21:49.522500,2026-04-01 00:27:26.878782,0 days 00:05:37.356282,64,128,0.2742869158657634,0.00041176188082460034,64,8,3,0.0014013822690732858,PRUNED
40,0.7738438388606174,2026-04-01 00:27:26.897308,2026-04-01 00:30:28.368708,0 days 00:03:01.471400,64,256,0.10056193721437165,0.00014557046650778835,32,8,3,0.0087433570307728,PRUNED
41,0.9300700231908285,2026-04-01 00:30:28.387276,2026-04-01 00:34:23.236550,0 days 00:03:54.849274,64,128,0.12908703861227208,0.0009896864441479296,32,4,2,0.00015307227122025735,COMPLETE
42,0.9234943375044047,2026-04-01 00:34:23.263120,2026-04-01 00:38:18.090241,0 days 00:03:54.827121,64,128,0.12796366019083885,0.0007569175372751453,32,4,2,0.00019896185824335927,PRUNED
43,0.9296121477329531,2026-04-01 00:38:18.217294,2026-04-01 00:42:12.978654,0 days 00:03:54.761360,64,128,0.16757261090670808,0.0009984963821141122,32,4,2,4.103206903404512e-05,COMPLETE
44,0.859016356499578,2026-04-01 00:42:12.998255,2026-04-01 00:43:23.696348,0 days 00:01:10.698093,64,128,0.18762374538847607,0.0006263732613867855,32,4,2,0.00047815352596315615,PRUNED
45,0.7657250002048659,2026-04-01 00:43:23.830190,2026-04-01 00:44:41.451088,0 days 00:01:17.620898,128,512,0.12470689711700741,0.0008175353698251057,64,4,2,6.974789732207341e-05,PRUNED
46,0.9217908769083266,2026-04-01 00:44:41.470019,2026-04-01 00:48:40.922578,0 days 00:03:59.452559,64,256,0.16263744869802738,0.00028818238230300224,32,4,2,0.0003514912015666696,PRUNED
47,0.756659680736862,2026-04-01 00:48:40.940355,2026-04-01 00:50:43.074106,0 days 00:02:02.133751,64,128,0.2560247209969211,0.0005129242660546437,32,8,2,1.5585373391649564e-05,PRUNED
48,0.8348703403233605,2026-04-01 00:50:43.208270,2026-04-01 00:54:29.154354,0 days 00:03:45.946084,64,128,0.13906964257339244,0.00036135928173120955,32,4,4,0.00011735137449134228,PRUNED
49,0.8305230842982521,2026-04-01 00:54:29.172371,2026-04-01 00:56:23.313010,0 days 00:01:54.140639,32,128,0.3101815097694163,0.0008639961737292571,32,4,3,0.0007069650917244137,PRUNED
50,0.9299302021617457,2026-04-01 00:56:23.330984,2026-04-01 01:01:07.016083,0 days 00:04:43.685099,128,128,0.11905728096165703,0.0006462466856643762,64,4,2,4.155328902483344e-05,COMPLETE
51,0.9289130425875393,2026-04-01 01:01:07.035670,2026-04-01 01:05:11.187609,0 days 00:04:04.151939,128,128,0.1133751018878906,0.0006804946671261476,64,4,2,3.843036320109011e-05,COMPLETE
52,0.8606737222509034,2026-04-01 01:05:11.207625,2026-04-01 01:06:24.554485,0 days 00:01:13.346860,128,128,0.1203174796250963,0.0009765633464303754,64,4,2,1.987098105392178e-05,PRUNED
53,0.9297775770091206,2026-04-01 01:06:24.687339,2026-04-01 01:10:32.959598,0 days 00:04:08.272259,128,128,0.1514527409792138,0.0005638355023639055,64,4,2,0.00015210470976563834,COMPLETE
54,0.8098049880768001,2026-04-01 01:10:32.981747,2026-04-01 01:11:48.007942,0 days 00:01:15.026195,128,128,0.4584360616515397,0.0006970008114898689,64,4,2,0.0002698104961394304,PRUNED
55,0.881217682392179,2026-04-01 01:11:48.027815,2026-04-01 01:16:07.877304,0 days 00:04:19.849489,64,128,0.36546329304026404,0.0008314293485756031,64,4,2,7.019426230218514e-05,PRUNED
56,0.8803157599298539,2026-04-01 01:16:08.015732,2026-04-01 01:18:01.369930,0 days 00:01:53.354198,128,128,0.10168227014970607,0.000645779923256296,32,4,2,0.0004331898038783702,PRUNED
57,0.8612545172947857,2026-04-01 01:18:01.388517,2026-04-01 01:19:47.480191,0 days 00:01:46.091674,64,256,0.1444631681865785,0.00044297288857964213,32,4,3,0.00011953554326400798,PRUNED
58,0.9287476133113717,2026-04-01 01:19:47.501502,2026-04-01 01:26:35.840064,0 days 00:06:48.338562,64,128,0.1611448443871057,0.0008696813530448525,32,8,2,5.0183285691150415e-05,COMPLETE
59,0.7260163401102999,2026-04-01 01:26:35.862154,2026-04-01 01:29:14.626118,0 days 00:02:38.763964,64,512,0.11971544011432964,0.0007339966513728454,64,4,4,0.004478247625271732,PRUNED
60,0.8558936651583711,2026-04-01 01:29:14.778375,2026-04-01 01:31:14.061816,0 days 00:01:59.283441,64,128,0.20856913205429703,0.0009974198491154865,32,4,2,0.0001787907542818674,PRUNED
61,0.8582082133552722,2026-04-01 01:31:14.081973,2026-04-01 01:32:28.716628,0 days 00:01:14.634655,128,128,0.15241357818938175,0.0005871007955782153,64,4,2,0.0001417009240641082,PRUNED
62,0.8974784039489923,2026-04-01 01:32:28.737685,2026-04-01 01:34:33.046975,0 days 00:02:04.309290,128,128,0.17777161265988997,0.0005372231673132689,64,4,2,0.00027060371759240467,PRUNED
63,0.9302555532702592,2026-04-01 01:34:33.066429,2026-04-01 01:38:43.725633,0 days 00:04:10.659204,128,128,0.1340438050108846,0.0005714705194448136,64,4,2,0.0001600422993875618,COMPLETE
64,0.5792420814479637,2026-04-01 01:38:43.756617,2026-04-01 01:39:59.413371,0 days 00:01:15.656754,128,128,0.13225194822697836,2.5062831576749956e-05,64,4,2,0.0002281047911299923,PRUNED
65,0.9314272247360482,2026-04-01 01:39:59.432668,2026-04-01 01:44:08.180330,0 days 00:04:08.747662,128,128,0.18909300301070764,0.0008439244928697677,64,4,2,8.320062270847082e-05,COMPLETE
66,0.7525257095845331,2026-04-01 01:44:08.210812,2026-04-01 01:45:22.550313,0 days 00:01:14.339501,128,128,0.11311541184070213,9.756890706114208e-05,64,4,2,0.0003092649755667726,PRUNED
67,0.8836613876319759,2026-04-01 01:45:22.569315,2026-04-01 01:47:26.397658,0 days 00:02:03.828343,128,128,0.13867096402225085,0.00041321671884422736,64,4,2,7.082220016640885e-05,PRUNED
68,0.9309827917180858,2026-04-01 01:47:26.416657,2026-04-01 01:53:29.021112,0 days 00:06:02.604455,128,128,0.11049530602692618,0.00048298636936446195,64,4,3,8.460284125435951e-05,COMPLETE
69,0.8856000617030029,2026-04-01 01:53:29.041497,2026-04-01 01:56:29.838186,0 days 00:03:00.796689,128,128,0.15989784154894354,0.00047055833846148187,64,4,3,3.549929523997529e-05,PRUNED
70,0.8469263334704511,2026-04-01 01:56:29.855907,2026-04-01 01:58:18.071144,0 days 00:01:48.215237,128,128,0.1304767510985061,0.00034751612269573847,64,4,3,5.4204529124033676e-05,PRUNED
71,0.9302353283970931,2026-04-01 01:58:18.087610,2026-04-01 02:04:18.400299,0 days 00:06:00.312689,128,128,0.11144695171275595,0.0007057768958684241,64,4,3,7.766131753502391e-05,COMPLETE
72,0.9314272247360482,2026-04-01 02:04:18.419034,2026-04-01 02:10:18.016658,0 days 00:05:59.597624,128,128,0.11212979590478676,0.0006648722005079742,64,4,3,8.38216785533626e-05,COMPLETE
73,0.8500368504044975,2026-04-01 02:10:18.036591,2026-04-01 02:12:06.233236,0 days 00:01:48.196645,128,128,0.1136597650455502,0.0006849226278049442,64,4,3,8.295693188491411e-05,PRUNED
74,0.8602882901412313,2026-04-01 02:12:06.251874,2026-04-01 02:14:48.805740,0 days 00:02:42.553866,128,128,0.12501721061875626,0.0006092248235683711,64,4,3,4.555860485986025e-05,PRUNED
75,0.8758931509666804,2026-04-01 02:14:48.825359,2026-04-01 02:17:49.037186,0 days 00:03:00.211827,128,128,0.1025121699119782,0.0004892432908522896,64,4,3,2.731736905157496e-05,PRUNED
76,0.8591568970245441,2026-04-01 02:17:49.054896,2026-04-01 02:20:40.489596,0 days 00:02:51.434700,128,512,0.14346642136466922,0.0007442918718541955,64,4,3,0.00011238507930136851,PRUNED
77,0.8555212189771013,2026-04-01 02:20:40.508809,2026-04-01 02:23:39.553996,0 days 00:02:59.045187,128,128,0.1067974674924641,0.0003902635665961435,64,8,3,5.87247730867615e-05,PRUNED
78,0.9025603318250377,2026-04-01 02:23:39.572780,2026-04-01 02:29:45.353386,0 days 00:06:05.780606,128,256,0.12223975834426558,0.000860126838866506,64,4,3,8.19794625212227e-05,PRUNED
79,0.8715811394487865,2026-04-01 02:29:45.370619,2026-04-01 02:32:55.901694,0 days 00:03:10.531075,128,128,0.13476882708153787,0.0005591377959576392,64,4,4,0.0001411711714387803,PRUNED
80,0.8569049088166736,2026-04-01 02:32:55.918760,2026-04-01 02:34:44.840563,0 days 00:01:48.921803,128,128,0.17015839536980015,0.00031873758949955343,64,4,3,2.191524549743693e-05,PRUNED
81,0.8412083504730563,2026-04-01 02:34:44.979533,2026-04-01 02:36:52.388298,0 days 00:02:07.408765,128,128,0.1533138273311449,0.0007597838104014561,64,4,3,0.00010434347369107793,PRUNED
82,0.8363195872754696,2026-04-01 02:36:52.406925,2026-04-01 02:38:41.357334,0 days 00:01:48.950409,128,128,0.11124785089613795,0.0008711878094888967,64,4,3,0.00018986957297508698,PRUNED
83,0.8254113533525298,2026-04-01 02:38:41.376011,2026-04-01 02:40:45.206402,0 days 00:02:03.830391,32,128,0.14421471275940623,6.66267544224757e-05,64,4,3,0.00012038665778370668,PRUNED
84,0.8345320855614973,2026-04-01 02:40:45.227975,2026-04-01 02:42:33.590593,0 days 00:01:48.362618,128,128,0.19242264575359236,0.0006591506547394372,64,4,3,7.58200837159817e-05,PRUNED
85,0.831158473879062,2026-04-01 02:42:33.724403,2026-04-01 02:44:21.964499,0 days 00:01:48.240096,128,128,0.12438217512935153,0.000773417621531527,64,4,3,5.957726217237905e-05,PRUNED
86,0.931124194433018,2026-04-01 02:44:22.097933,2026-04-01 02:50:22.098771,0 days 00:06:00.000838,128,128,0.10021440044212483,0.00046304496726081216,64,4,3,9.444021309178602e-05,COMPLETE
87,0.8622585013026189,2026-04-01 02:50:22.119481,2026-04-01 02:52:10.342592,0 days 00:01:48.223111,128,128,0.10065429571042996,0.0004579730755967563,64,4,3,9.493176402820994e-05,PRUNED
88,0.8969537570272865,2026-04-01 02:52:10.474037,2026-04-01 02:54:13.030536,0 days 00:02:02.556499,128,128,0.11195246824297744,0.0005203651779131655,64,4,2,3.167941812211239e-05,PRUNED
89,0.7664249965720553,2026-04-01 02:54:13.048657,2026-04-01 02:58:10.798422,0 days 00:03:57.749765,128,128,0.13188085062325525,0.0001457299464077774,64,8,4,4.5731003303368416e-05,PRUNED
90,0.8380565268065268,2026-04-01 02:58:10.817702,2026-04-01 02:59:28.939549,0 days 00:01:18.121847,128,512,0.11787935666155612,0.0006043635610890613,64,4,2,0.00016566879443087986,PRUNED
91,0.9247605580693816,2026-04-01 02:59:29.069300,2026-04-01 03:04:35.389618,0 days 00:05:06.320318,128,128,0.14161489480873285,0.0008864710670806996,64,4,3,0.00013270122689444943,COMPLETE
92,0.8629857397504457,2026-04-01 03:04:35.413382,2026-04-01 03:06:23.676963,0 days 00:01:48.263581,128,128,0.16150056833474258,0.0006864746720490813,64,4,3,8.703567696435523e-05,PRUNED
93,0.830500822706705,2026-04-01 03:06:23.695389,2026-04-01 03:09:08.685273,0 days 00:02:44.989884,32,128,0.18057748658381512,0.0002581468228646812,64,4,3,0.0002124834174778415,PRUNED
94,0.8311384204031262,2026-04-01 03:09:08.703614,2026-04-01 03:10:56.969554,0 days 00:01:48.265940,128,128,0.12582520796936905,0.0009125799801075817,64,4,3,0.000557030983379499,PRUNED
95,0.7586963526669408,2026-04-01 03:10:56.987674,2026-04-01 03:12:45.573996,0 days 00:01:48.586322,128,128,0.1073363485996193,0.0008019086319526411,64,4,3,0.00016292263420508368,PRUNED
96,0.570835390100096,2026-04-01 03:12:45.591674,2026-04-01 03:13:55.317514,0 days 00:01:09.725840,128,256,0.29347279976375745,3.84952776891674e-05,32,4,2,0.00010184363694570193,PRUNED
97,0.8638339846428081,2026-04-01 03:13:55.335406,2026-04-01 03:15:43.861100,0 days 00:01:48.525694,128,128,0.14989586784657247,0.000653642275218989,64,4,3,1.0068536984983015e-05,PRUNED
98,0.8260179281502811,2026-04-01 03:15:43.878018,2026-04-01 03:17:04.720640,0 days 00:01:20.842622,32,128,0.32864452065236555,0.000562979011687713,32,4,2,6.19906436517383e-05,PRUNED
99,0.9314069998628822,2026-04-01 03:17:04.738079,2026-04-01 03:21:21.893538,0 days 00:04:17.155459,64,128,0.11796334570364068,0.0009397021510343279,64,4,2,0.00024351938318178132,COMPLETE
100,0.9148219182778006,2026-04-01 03:21:21.914593,2026-04-01 03:24:22.228982,0 days 00:03:00.314389,64,128,0.10021791363612009,0.0009338311457940733,64,4,2,0.00030888613685297375,PRUNED
101,0.9314171122994652,2026-04-01 03:24:22.247145,2026-04-01 03:28:39.253311,0 days 00:04:17.006166,64,128,0.11794268923436176,0.0008000068145783194,64,4,2,0.0004072693370383043,COMPLETE
102,0.9312757095845332,2026-04-01 03:28:39.271705,2026-04-01 03:32:56.191085,0 days 00:04:16.919380,64,128,0.12015283870203658,0.0007897555004992376,64,4,2,0.0002448169700447428,COMPLETE
103,0.9312757095845332,2026-04-01 03:32:56.212035,2026-04-01 03:37:12.994521,0 days 00:04:16.782486,64,128,0.116318925727493,0.0007297294026802574,64,4,2,0.0002671219135941145,COMPLETE
104,0.9314171122994652,2026-04-01 03:37:13.013892,2026-04-01 03:41:30.075249,0 days 00:04:17.061357,64,128,0.11503598867512059,0.000794910047669664,64,4,2,0.0002505210655635425,COMPLETE
105,0.9304171808583573,2026-04-01 03:41:30.098933,2026-04-01 03:45:46.816536,0 days 00:04:16.717603,64,128,0.11051858088342918,0.0007157350286804576,64,4,2,0.0002584601398986676,COMPLETE
106,,2026-04-01 03:45:46.840608,,,64,128,0.11629625233125726,0.0007884471478261943,64,4,2,0.00036829919931422327,RUNNING
107,0.9301970400963689,2026-04-04 02:35:18.678818,2026-04-04 02:39:42.020326,0 days 00:04:23.341508,64,128,0.11745537358667092,0.0007665336456069315,64,4,2,0.00039368858502046334,COMPLETE
108,0.9290272553695372,2026-04-04 02:39:42.043540,2026-04-04 02:44:00.561416,0 days 00:04:18.517876,64,128,0.13681916195203828,0.000801294962378763,64,4,2,0.00024120621028440935,COMPLETE
109,0.9299045939146611,2026-04-04 02:44:00.582141,2026-04-04 02:48:19.107964,0 days 00:04:18.525823,64,128,0.2327935633619401,0.0004954724825572784,64,4,2,0.0004560136123039677,COMPLETE
110,0.9300572190672862,2026-04-04 02:48:19.128881,2026-04-04 02:55:20.406236,0 days 00:07:01.277355,64,128,0.10819228906845048,0.000552892352603173,64,8,2,0.0002921859960288762,COMPLETE
111,0.8868838269573563,2026-04-04 02:55:20.438815,2026-04-04 02:57:04.450474,0 days 00:01:44.011659,64,128,0.12631537781384883,0.0004365599587233449,64,4,2,0.0003382267545921428,PRUNED
112,0.931114081996435,2026-04-04 02:57:04.564766,2026-04-04 03:01:23.366794,0 days 00:04:18.802028,64,128,0.1116252528633611,0.0007443276579486036,64,4,2,0.0001826692820968388,COMPLETE
113,0.9314272247360482,2026-04-04 03:01:23.387001,2026-04-04 03:05:42.725225,0 days 00:04:19.338224,64,128,0.12000666915160248,0.0007129470515490505,64,4,2,0.00020331466492193748,COMPLETE
114,0.9314171122994652,2026-04-04 03:05:42.745386,2026-04-04 03:10:02.035202,0 days 00:04:19.289816,64,128,0.11796708430654594,0.0007027999587570279,64,4,2,0.00024538486125133264,COMPLETE
115,0.9312757095845332,2026-04-04 03:10:02.056561,2026-04-04 03:14:21.629304,0 days 00:04:19.572743,64,128,0.1189584316242914,0.0009201134306034064,64,4,2,0.00020450060989384217,COMPLETE
116,0.8696013300425065,2026-04-04 03:14:21.649536,2026-04-04 03:15:39.736715,0 days 00:01:18.087179,64,128,0.1192876094448811,0.0009325211004959953,64,4,2,0.00020404480672097335,PRUNED
117,0.930992904154669,2026-04-04 03:15:39.854294,2026-04-04 03:19:59.333170,0 days 00:04:19.478876,64,128,0.14560522971004897,0.0008046149211325659,64,4,2,0.0007380116352839924,COMPLETE
118,0.8203715891951187,2026-04-04 03:19:59.352256,2026-04-04 03:21:21.808142,0 days 00:01:22.455886,64,512,0.49849015376209815,0.0006154039638942442,64,4,2,0.0005222636307803886,PRUNED
119,0.860420780200192,2026-04-04 03:21:21.960739,2026-04-04 03:22:54.848143,0 days 00:01:32.887404,64,256,0.12689907947612175,0.0008850744097422959,64,4,2,0.0003750602757461664,PRUNED
120,0.7965436034553681,2026-04-04 03:22:54.868829,2026-04-04 03:24:13.064362,0 days 00:01:18.195533,64,128,0.39391121172876875,0.0007212750608038903,64,4,2,0.00024623293995637324,PRUNED
121,0.8718639448786507,2026-04-04 03:24:13.082485,2026-04-04 03:25:44.192999,0 days 00:01:31.110514,64,128,0.13689147508930385,0.0008059769679650663,64,4,2,0.00019052559926839005,PRUNED
122,0.931124194433018,2026-04-04 03:26:24.260193,2026-04-04 03:30:43.603960,0 days 00:04:19.343767,64,128,0.10115113198013832,0.0008180040945819782,64,4,2,0.0006392362284564808,COMPLETE
123,0.8705817221993692,2026-04-04 03:30:43.624630,2026-04-04 03:32:14.716513,0 days 00:01:31.091883,64,128,0.10215656416359829,0.0009874988906958425,64,4,2,0.0009048600115301729,PRUNED
124,0.9315484025778143,2026-04-04 03:32:14.830489,2026-04-04 03:36:34.515409,0 days 00:04:19.684920,64,128,0.11889214850642141,0.0006554805011879777,64,4,2,0.0011838705747772935,COMPLETE
125,0.9315585150143975,2026-04-04 03:36:34.544726,2026-04-04 03:40:53.988154,0 days 00:04:19.443428,64,128,0.1175332274191071,0.0006538364145051447,64,4,2,0.001243525122664602,COMPLETE
126,0.9312757095845332,2026-04-04 03:40:54.024546,2026-04-04 03:45:13.665019,0 days 00:04:19.640473,64,128,0.12069509725969049,0.0006795006203328029,64,4,2,0.0011605941890922727,COMPLETE
127,0.7484646236116824,2026-04-04 03:45:13.686761,2026-04-04 03:46:44.890162,0 days 00:01:31.203401,64,128,0.12113028031373277,0.0006479912523080576,64,4,2,0.0020464917513042555,PRUNED
128,0.8553892431098313,2026-04-04 03:46:45.007241,2026-04-04 03:48:03.077063,0 days 00:01:18.069822,64,128,0.13458378392982595,0.0006708996855596416,64,4,2,0.0011171911221084954,PRUNED
129,0.8316735225558756,2026-04-04 03:48:03.190667,2026-04-04 03:49:21.373867,0 days 00:01:18.183200,64,128,0.11684085801550227,0.0005930815452382387,64,4,2,0.0030433853171118893,PRUNED
130,0.9314171122994652,2026-04-04 03:49:21.487630,2026-04-04 03:56:24.728961,0 days 00:07:03.241331,64,128,0.15539748525771163,0.0008801502259422097,64,8,2,0.0014305990766611868,COMPLETE
131,0.9306595365418895,2026-04-04 03:56:24.749432,2026-04-04 04:03:27.382094,0 days 00:07:02.632662,64,128,0.15595435242517733,0.000906507911331697,64,8,2,0.0002893539084956021,COMPLETE
132,0.5644825517619636,2026-04-04 04:03:27.402662,2026-04-04 04:05:34.991201,0 days 00:02:07.588539,64,128,0.12791013393559889,1.0254562839234945e-05,64,8,2,0.001484542567401847,PRUNED
133,0.8772674139585904,2026-04-04 04:05:35.104557,2026-04-04 04:08:03.624991,0 days 00:02:28.520434,64,128,0.1439505168817377,0.000706704323020491,64,8,2,0.002538956418318973,PRUNED
134,0.9314171122994652,2026-04-04 04:08:03.747557,2026-04-04 04:15:06.802123,0 days 00:07:03.054566,64,128,0.11925403777175328,0.0008488510405396283,64,8,2,0.0013638156871870033,COMPLETE
