epoch,train_loss,val_loss,train_accuracy,train_precision_avg,train_recall_avg,train_f1_avg,train_precision_per_class,train_recall_per_class,train_f1_per_class,train_support_per_class,train_confusion_matrix,val_accuracy,val_precision_avg,val_recall_avg,val_f1_avg,val_precision_per_class,val_recall_per_class,val_f1_per_class,val_support_per_class,val_confusion_matrix
13,0.18135295948711658,0.17814401240419533,0.9324625354394491,0.9385408177947795,0.9324625354394491,0.9316038932728072,0.993452|0.896474,0.849907|0.995708,0.916090|0.943489,4284|5592,3641|643|24|5568,0.9241935483870968,0.9329982325279583,0.9241935483870968,0.9230245721929949,0.998891|0.881496,0.828125|0.999282,0.905528|0.936700,1088|1392,901|187|1|1391
14,0.18473738664262618,0.17239113903399242,0.9311462130417173,0.9370249768959731,0.9311462130417173,0.9302841263437498,0.990741|0.895874,0.849206|0.993920,0.914530|0.942353,4284|5592,3638|646|34|5558,0.9350806451612903,0.9416254714947858,0.9350806451612903,0.9342755334384639,0.998924|0.896841,0.852941|0.999282,0.920178|0.945294,1088|1392,928|160|1|1391
15,0.17842787593140463,0.2238979421682277,0.9328675577156743,0.9389153586454775,0.9328675577156743,0.9320177752195857,0.993728|0.896924,0.850607|0.995887,0.916614|0.943818,4284|5592,3644|640|23|5569,0.8915322580645161,0.8916508991601536,0.8915322580645161,0.8912062809353133,0.894889|0.889120,0.852941|0.921695,0.873412|0.905115,1088|1392,928|160|109|1283
16,0.1792048345493428,0.16915869738085795,0.932766302146618,0.9388774073052653,0.932766302146618,0.9319096615383018,0.993996|0.896652,0.850140|0.996066,0.916457|0.943748,4284|5592,3642|642|22|5570,0.9354838709677419,0.9421350182906552,0.9354838709677419,0.93467686279748,1.000000|0.896907,0.852941|1.000000,0.920635|0.945652,1088|1392,928|160|0|1392
17,0.17307708266029648,0.17030397808905376,0.9348926690968004,0.9413278799868039,0.9348926690968004,0.9340432012330352,0.998358|0.897638,0.851307|0.998927,0.918987|0.945578,4284|5592,3647|637|6|5586,0.9338709677419355,0.9401026222220792,0.9338709677419355,0.9330719141696923,0.995708|0.896641,0.852941|0.997126,0.918812|0.944218,1088|1392,928|160|4|1388
18,0.17242769022697554,0.25689817611443794,0.9343863912515188,0.9404641876574952,0.9343863912515188,0.933557645479525,0.995638|0.898196,0.852474|0.997139,0.918511|0.945085,4284|5592,3652|632|16|5576,0.9221774193548387,0.931432745259883,0.9221774193548387,0.9209314805470413,0.998885|0.878711,0.823529|0.999282,0.902771|0.935126,1088|1392,896|192|1|1391
19,0.17391380032711928,0.20351870831544117,0.9341838801134063,0.9404343410797208,0.9341838801134063,0.933338000794008,0.996448|0.897523,0.851307|0.997675,0.918177|0.944953,4284|5592,3647|637|13|5579,0.9318548387096774,0.9392325019115124,0.9318548387096774,0.9309357190625662,1.000000|0.891736,0.844669|1.000000,0.915795|0.942770,1088|1392,919|169|0|1392
20,0.17627629676008122,0.6094524744203536,0.9331713244228432,0.9392518434738916,0.9331713244228432,0.9323235410919944,0.994272|0.897101,0.850840|0.996245,0.916981|0.944077,4284|5592,3645|639|21|5571,0.8616935483870968,0.8615367042167323,0.8616935483870968,0.8613513139518355,0.856459|0.865505,0.822610|0.892241,0.839194|0.878670,1088|1392,895|193|150|1242
21,0.17771917811297758,0.33040728060118224,0.9342851356824625,0.9406072530355434,0.9342851356824625,0.9334350743524877,0.996992|0.897411,0.851074|0.998033,0.918272|0.945051,4284|5592,3646|638|11|5581,0.9217741935483871,0.930901716078278,0.9217741935483871,0.9205310811710349,0.997773|0.878635,0.823529|0.998563,0.902316|0.934768,1088|1392,896|192|2|1390
22,0.17958922289726692,0.17189946385510899,0.9328675577156743,0.9388710308078595,0.9328675577156743,0.932021479207109,0.993459|0.897052,0.850840|0.995708,0.916635|0.943809,4284|5592,3645|639|24|5568,0.9346774193548387,0.9411168921262574,0.9346774193548387,0.9338742658369796,0.997849|0.896774,0.852941|0.998563,0.919722|0.944935,1088|1392,928|160|2|1390
23,0.16382611425477828,0.17692133777980076,0.9361077359254759,0.942586286243815,0.9361077359254759,0.9352741212722319,1.000000|0.898602,0.852708|1.000000,0.920499|0.946593,4284|5592,3653|631|0|5592,0.9346774193548387,0.9409359314077447,0.9346774193548387,0.9338881103383545,0.996781|0.897287,0.853860|0.997845,0.919802|0.944898,1088|1392,929|159|3|1389
24,0.16388646046565228,0.1695651197963852,0.9359052247873633,0.9423304663180234,0.9359052247873633,0.9350725471735063,0.999453|0.898569,0.852708|0.999642,0.920267|0.946415,4284|5592,3653|631|2|5590,0.9350806451612903,0.9416254714947858,0.9350806451612903,0.9342755334384639,0.998924|0.896841,0.852941|0.999282,0.920178|0.945294,1088|1392,928|160|1|1391
25,0.16187274716874261,0.17201201150477943,0.9362089914945322,0.9426680617867927,0.9362089914945322,0.9353784798438165,1.000000|0.898746,0.852941|1.000000,0.920635|0.946673,4284|5592,3654|630|0|5592,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
26,0.1667978733187697,0.16582759255069798,0.9355002025111381,0.9418195692873049,0.9355002025111381,0.9346694483270162,0.998360|0.898504,0.852708|0.998927,0.919804|0.946058,4284|5592,3653|631|6|5586,0.9354838709677419,0.9421350182906552,0.9354838709677419,0.93467686279748,1.000000|0.896907,0.852941|1.000000,0.920635|0.945652,1088|1392,928|160|0|1392
27,0.16605779342752197,0.167352200248989,0.9362089914945322,0.9423943999692347,0.9362089914945322,0.9353997437696312,0.998363|0.899517,0.854342|0.998927,0.920755|0.946619,4284|5592,3660|624|6|5586,0.9350806451612903,0.9416254714947858,0.9350806451612903,0.9342755334384639,0.998924|0.896841,0.852941|0.999282,0.920178|0.945294,1088|1392,928|160|1|1391
28,0.1650694179921002,0.2243843511125799,0.9365127582017011,0.9427765563102065,0.9365127582017011,0.9357020938364379,0.999181|0.899565,0.854342|0.999464,0.921102|0.946887,4284|5592,3660|624|3|5589,0.9225806451612903,0.9311028545510666,0.9225806451612903,0.92140484379043,0.995575|0.880711,0.827206|0.997126,0.903614|0.935310,1088|1392,900|188|4|1388
29,0.16471027886810088,0.1691383244627613,0.935803969218307,0.9419304680230499,0.935803969218307,0.93499312844756,0.997546|0.899323,0.854108|0.998391,0.920272|0.946271,4284|5592,3659|625|9|5583,0.9334677419354839,0.9395969249962917,0.9334677419354839,0.9326708292364152,0.994641|0.896574,0.852941|0.996408,0.918357|0.943858,1088|1392,928|160|5|1387
30,0.1652599061087444,0.1710957771766994,0.9361077359254759,0.9422222481802328,0.9361077359254759,0.935302493785348,0.997820|0.899629,0.854575|0.998569,0.920659|0.946521,4284|5592,3661|623|8|5584,0.9350806451612903,0.9418108551606671,0.9350806451612903,0.9342616286172888,1.000000|0.896330,0.852022|1.000000,0.920099|0.945331,1088|1392,927|161|0|1392
31,0.1612080470489326,0.16755761307174877,0.9371202916160389,0.9430027995300287,0.9371202916160389,0.9363485010699707,0.997555|0.901211,0.857143|0.998391,0.922034|0.947315,4284|5592,3672|612|9|5583,0.9354838709677419,0.9419507457509538,0.9354838709677419,0.9346906329254121,0.998925|0.897419,0.853860|0.999282,0.920714|0.945615,1088|1392,929|159|1|1391
32,0.166117628936594,0.16722904429849933,0.9362089914945322,0.9421270601704756,0.9362089914945322,0.9354207885599679,0.996737|0.900290,0.855742|0.997854,0.920874|0.946565,4284|5592,3666|618|12|5580,0.9334677419354839,0.9394208922927995,0.9334677419354839,0.9326847810526893,0.993583|0.897087,0.853860|0.995690,0.918438|0.943820,1088|1392,929|159|6|1386
33,0.15938503311137317,0.16600992044402382,0.93681652490887,0.942888137861122,0.93681652490887,0.9360254335860293,0.998366|0.900387,0.855742|0.998927,0.921569|0.947101,4284|5592,3666|618|6|5586,0.9358870967741936,0.9422764382403322,0.9358870967741936,0.9351056225143147,0.998926|0.897999,0.854779|0.999282,0.921248|0.945937,1088|1392,930|158|1|1391
34,0.16116664142645018,0.16668614309470534,0.935803969218307,0.9417967457255991,0.935803969218307,0.9350037268221264,0.996734|0.899710,0.854809|0.997854,0.920332|0.946244,4284|5592,3662|622|12|5580,0.9354838709677419,0.9421350182906552,0.9354838709677419,0.93467686279748,1.000000|0.896907,0.852941|1.000000,0.920635|0.945652,1088|1392,928|160|0|1392
35,0.15918332913878516,0.17462311906077094,0.9375253138922641,0.9434212842645742,0.9375253138922641,0.936758494621855,0.998098|0.901533,0.857610|0.998748,0.922536|0.947654,4284|5592,3674|610|7|5585,0.9342741935483871,0.9394113680170211,0.9342741935483871,0.9335681696804733,0.989418|0.900326,0.859375|0.992816,0.919823|0.944312,1088|1392,935|153|10|1382
36,0.16225442045410135,0.1815102262012029,0.9370190360469826,0.9428325126986596,0.9370190360469826,0.9362511498431655,0.997014|0.901324,0.857376|0.998033,0.921938|0.947217,4284|5592,3673|611|11|5581,0.9326612903225806,0.937751559031374,0.9326612903225806,0.9319379407155768,0.987302|0.899023,0.857537|0.991379,0.917855|0.942945,1088|1392,933|155|12|1380
37,0.16061752532634732,0.17033420831470167,0.9374240583232077,0.9430344994613681,0.9374240583232077,0.9366780605173628,0.996210|0.902297,0.859010|0.997496,0.922537|0.947511,4284|5592,3680|604|14|5578,0.9354838709677419,0.9415904926947959,0.9354838709677419,0.9347178836874401,0.996788|0.898448,0.855699|0.997845,0.920870|0.945541,1088|1392,931|157|3|1389
38,0.1606952635096725,0.17781643733634786,0.9377278250303767,0.9433266037468553,0.9377278250303767,0.9369871272365582,0.996482|0.902605,0.859477|0.997675,0.922923|0.947762,4284|5592,3682|602|13|5579,0.9338709677419355,0.9397500182139995,0.9338709677419355,0.9330996487261416,0.993590|0.897668,0.854779|0.995690,0.918972|0.944142,1088|1392,930|158|6|1386
39,0.15946305782496292,0.1716740981249486,0.9381328473066018,0.9437446095339891,0.9381328473066018,0.9373969670594099,0.997023|0.902928,0.859944|0.998033,0.923424|0.948102,4284|5592,3684|600|11|5581,0.9338709677419355,0.9395778107079764,0.9338709677419355,0.933113368156052,0.992537|0.898184,0.855699|0.994971,0.919052|0.944104,1088|1392,931|157|7|1385
40,0.16010439716183783,0.17680561390973754,0.9386391251518833,0.9441178231352993,0.9386391251518833,0.9379208047825996,0.996759|0.903790,0.861345|0.997854,0.924117|0.948496,4284|5592,3690|594|12|5580,0.9338709677419355,0.9387573336801827,0.9338709677419355,0.9331804926269126,0.987342|0.900783,0.860294|0.991379,0.919450|0.943912,1088|1392,936|152|12|1380
41,0.15857829099692547,0.17823359168181985,0.938537869582827,0.9441197593197059,0.938537869582827,0.9378101161631297,0.997295|0.903382,0.860644|0.998212,0.923944|0.948433,4284|5592,3687|597|10|5582,0.9346774193548387,0.9395864850966683,0.9346774193548387,0.9339953646680479,0.988397|0.901436,0.861213|0.992098,0.920432|0.944596,1088|1392,937|151|11|1381
42,0.1577625924509968,0.18565981317374666,0.9384366140137708,0.9441659741831093,0.9384366140137708,0.9376960345340254,0.998103|0.902845,0.859711|0.998748,0.923752|0.948378,4284|5592,3683|601|7|5585,0.9346774193548387,0.9391248431971656,0.9346774193548387,0.9340339894863896,0.985325|0.903014,0.863971|0.989943,0.920666|0.944483,1088|1392,940|148|14|1378
43,0.15957045917273588,0.1794668338182619,0.9384366140137708,0.943658155148822,0.9384366140137708,0.9377356013630963,0.994884|0.904414,0.862512|0.996602,0.923981|0.948273,4284|5592,3695|589|19|5573,0.9354838709677419,0.9405753565924965,0.9354838709677419,0.9347973303530195,0.990486|0.901565,0.861213|0.993534,0.921337|0.945318,1088|1392,937|151|9|1383
